PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
529,0,3,"Salonen, Mr. Johan Werner",1,39,0,0,3101296,7.925,0,1
530,0,2,"Hocking, Mr. Richard George",1,23,2,1,29104,11.5,0,1
531,1,2,"Quick, Miss. Phyllis May",2,2,1,1,26360,26,0,1
532,0,3,"Toufik, Mr. Nakli",1,0,0,0,2641,7.2292,0,2
533,0,3,"Elias, Mr. Joseph Jr",1,17,1,1,2690,7.2292,0,2
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",2,0,0,2,2668,22.3583,0,2
535,0,3,"Cacic, Miss. Marija",2,30,0,0,315084,8.6625,0,1
536,1,2,"Hart, Miss. Eva Miriam",2,7,0,2,F.C.C. 13529,26.25,0,1
537,0,1,"Butt, Major. Archibald Willingham",1,45,0,0,113050,26.55,2,1
538,1,1,"LeRoy, Miss. Bertha",2,30,0,0,PC 17761,106.425,0,2
539,0,3,"Risien, Mr. Samuel Beard",1,0,0,0,364498,14.5,0,1
540,1,1,"Frolicher, Miss. Hedwig Margaritha",2,22,0,2,13568,49.5,2,2
541,1,1,"Crosby, Miss. Harriet R",2,36,0,2,WE/P 5735,71,2,1
542,0,3,"Andersson, Miss. Ingeborg Constanzia",2,9,4,2,347082,31.275,0,1
543,0,3,"Andersson, Miss. Sigrid Elisabeth",2,11,4,2,347082,31.275,0,1
544,1,2,"Beane, Mr. Edward",1,32,1,0,2908,26,0,1
545,0,1,"Douglas, Mr. Walter Donald",1,50,1,0,PC 17761,106.425,3,2
546,0,1,"Nicholson, Mr. Arthur Ernest",1,64,0,0,693,26,0,1
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",2,19,1,0,2908,26,0,1
548,1,2,"Padro y Manent, Mr. Julian",1,0,0,0,SC/PARIS 2146,13.8625,0,2
549,0,3,"Goldsmith, Mr. Frank John",1,33,1,1,363291,20.525,0,1
550,1,2,"Davies, Master. John Morgan Jr",1,8,1,1,C.A. 33112,36.75,0,1
551,1,1,"Thayer, Mr. John Borland Jr",1,17,0,2,17421,110.8833,3,2
552,0,2,"Sharp, Mr. Percival James R",1,27,0,0,244358,26,0,1
553,0,3,"O'Brien, Mr. Timothy",1,0,0,0,330979,7.8292,0,3
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",1,22,0,0,2620,7.225,0,2
555,1,3,"Ohman, Miss. Velin",2,22,0,0,347085,7.775,0,1
556,0,1,"Wright, Mr. George",1,62,0,0,113807,26.55,0,1
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",2,48,1,0,11755,39.6,1,2
558,0,1,"Robbins, Mr. Victor",1,0,0,0,PC 17757,227.525,0,2
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",2,39,1,1,110413,79.65,5,1
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",2,36,1,0,345572,17.4,0,1
561,0,3,"Morrow, Mr. Thomas Rowan",1,0,0,0,372622,7.75,0,3
562,0,3,"Sivic, Mr. Husein",1,40,0,0,349251,7.8958,0,1
563,0,2,"Norman, Mr. Robert Douglas",1,28,0,0,218629,13.5,0,1
564,0,3,"Simmons, Mr. John",1,0,0,0,SOTON/OQ 392082,8.05,0,1
565,0,3,"Meanwell, Miss. (Marion Ogden)",2,0,0,0,SOTON/O.Q. 392087,8.05,0,1
566,0,3,"Davies, Mr. Alfred J",1,24,2,0,A/4 48871,24.15,0,1
567,0,3,"Stoytcheff, Mr. Ilia",1,19,0,0,349205,7.8958,0,1
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",2,29,0,4,349909,21.075,0,1
569,0,3,"Doharr, Mr. Tannous",1,0,0,0,2686,7.2292,0,2
570,1,3,"Jonsson, Mr. Carl",1,32,0,0,350417,7.8542,0,1
571,1,2,"Harris, Mr. George",1,62,0,0,S.W./PP 752,10.5,0,1
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",2,53,2,0,11769,51.4792,3,1
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",1,36,0,0,PC 17474,26.3875,5,1
574,1,3,"Kelly, Miss. Mary",2,0,0,0,14312,7.75,0,3
575,0,3,"Rush, Mr. Alfred George John",1,16,0,0,A/4. 20589,8.05,0,1
576,0,3,"Patchett, Mr. George",1,19,0,0,358585,14.5,0,1
577,1,2,"Garside, Miss. Ethel",2,34,0,0,243880,13,0,1
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",2,39,1,0,13507,55.9,5,1
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",2,0,1,0,2689,14.4583,0,2
580,1,3,"Jussila, Mr. Eiriik",1,32,0,0,STON/O 2. 3101286,7.925,0,1
581,1,2,"Christy, Miss. Julie Rachel",2,25,1,1,237789,30,0,1
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",2,39,1,1,17421,110.8833,3,2
583,0,2,"Downton, Mr. William James",1,54,0,0,28403,26,0,1
584,0,1,"Ross, Mr. John Hugo",1,36,0,0,13049,40.125,1,2
585,0,3,"Paulner, Mr. Uscher",1,0,0,0,3411,8.7125,0,2
586,1,1,"Taussig, Miss. Ruth",2,18,0,2,110413,79.65,5,1
587,0,2,"Jarvis, Mr. John Denzil",1,47,0,0,237565,15,0,1
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",1,60,1,1,13567,79.2,2,2
589,0,3,"Gilinski, Mr. Eliezer",1,22,0,0,14973,8.05,0,1
590,0,3,"Murdlin, Mr. Joseph",1,0,0,0,A./5. 3235,8.05,0,1
591,0,3,"Rintamaki, Mr. Matti",1,35,0,0,STON/O 2. 3101273,7.125,0,1
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",2,52,1,0,36947,78.2667,4,2
593,0,3,"Elsbury, Mr. William James",1,47,0,0,A/5 3902,7.25,0,1
594,0,3,"Bourke, Miss. Mary",2,0,0,2,364848,7.75,0,3
595,0,2,"Chapman, Mr. John Henry",1,37,1,0,SC/AH 29037,26,0,1
596,0,3,"Van Impe, Mr. Jean Baptiste",1,36,1,1,345773,24.15,0,1
597,1,2,"Leitch, Miss. Jessie Wills",2,0,0,0,248727,33,0,1
598,0,3,"Johnson, Mr. Alfred",1,49,0,0,LINE,0,0,1
599,0,3,"Boulos, Mr. Hanna",1,0,0,0,2664,7.225,0,2
